yarn_tensile_strength,yarn_elongation_at_break,yarn_hairiness_index,twist_per_meter,yarn_linear_density_dtex,loom_speed_rpm,loom_tension_variation,ambient_humidity_percent,ambient_temperature_c,weft_insertion_rate,defect_class
25.66998683317031,14.580861808790821,5.081246933013103,477.20952183690997,2547.6702348643557,729.4790174011339,20.86456133824172,65.21221928933241,20.184701275188733,647.1066508769198,2
25.046007625002748,13.049814019805636,8.971890874692033,409.77283523666273,2290.9101111545997,612.7343984941376,19.03380527632026,37.99757620090057,30.71153661489957,517.2513013738272,1
23.66965446166961,9.75261136498952,4.746489935382067,464.7583682593482,2430.6172767363873,705.3399226862637,33.03869958252538,64.40684860596625,22.690323001018555,626.3958164220121,2
15.68311110188102,4.6987174140138315,6.421601313120971,434.7481366884231,2206.4212779294994,630.4927362580404,41.48657859050698,46.589147505597396,27.939507875970033,583.1425305143397,0
25.01581930296705,14.159413707388564,7.684320800950126,354.8621643452724,1985.2714150262896,612.5578532547044,37.27944238414652,54.87552674542499,28.32248080942663,506.73675107261835,3
28.333588667353293,13.885913872636312,9.49645223800113,437.10567062094015,2234.599849708246,625.745650180935,19.65414952048331,35.87490727219007,34.65175327350467,568.4646790251123,1
24.80587708776611,15.23725494731996,7.536683028187491,449.08129066345515,2186.1915484341466,635.821885317847,21.986412567930145,38.386218985199335,32.0691786482488,525.560957997549,1
21.391645745937822,11.856210087188291,5.142303133143593,485.82989968599924,2387.3530501300856,689.7131113739546,26.875239189032825,64.55937769035752,22.405555369820988,647.0499288212075,2
11.013879257891688,9.342382073069674,6.705259401493954,427.43596435982755,2157.2898400068225,675.1476994826065,52.80814341813329,51.291728703005525,25.701866152909396,539.6534561311724,0
19.89374223575463,13.802969487515917,6.589739940378717,298.28407534215245,2049.5805748633456,657.3568746031248,40.64460494347472,48.56403866779867,28.281433549793803,559.4506068104292,3
26.6664912829574,12.813115206895715,5.4963101224681035,458.34347934464296,2408.295349162263,692.6531367108557,19.05563204840999,61.2927561077792,25.668655191847595,612.2967109457352,2
12.085688360288668,7.91801645648986,4.95325590711598,400.81393763085356,2246.531243053285,694.7656880620532,60.422391653463734,46.59334969624931,22.94074985528518,530.5748279433926,0
14.325349675862988,5.701128035186337,6.81951091766463,365.68571104662715,2217.6234595207193,675.51348907316,48.81754983752096,51.07631961382771,25.195064145002622,570.5409319297377,0
17.30167068810278,13.787535253832434,5.486892295701588,428.776509829035,2455.2360821048683,706.5979778369834,25.76985937945794,61.84232430819965,23.089185250932317,625.2743443376987,2
17.903086083721895,11.00508826600559,5.734003910677082,308.6800604760687,1984.7504397347102,632.4207966534882,33.093492545647635,54.55924422156417,25.768349685283393,535.7362799651187,3
15.779383410640005,7.267693880603485,7.049022696873495,436.68240369573573,2171.7234163959283,662.1673512172397,53.08041746514639,50.65271393394726,24.772258895209436,539.1658392240514,0
22.15406614186587,12.414869592496116,7.715424548238828,461.21072327035114,2257.5758617630663,653.7863408634016,20.18676588597071,38.77775228021413,35.97312822681045,504.85682600417925,1
14.43127232391981,6.919049355260505,7.273413081441756,383.4972453173709,2250.7020216551145,675.3350141814349,48.17850446795317,54.76898840268101,21.24616804775853,536.1977819793058,0
20.099603529001914,13.04089970764176,5.83721554423472,335.45768127141577,2049.040684553664,603.361271441362,36.32270327240313,48.41924374176452,29.01597888345345,552.9424663721464,3
16.714673746324348,10.410663829262377,7.703156051003955,316.9658671473343,2136.2206430298706,658.7984212740832,41.3606156373043,50.913404846117075,26.10832277432267,547.3039866971463,3
15.233371618281456,6.412734076030839,5.080518454021452,406.525894700847,2232.21727334022,677.0484562143782,42.087731975580716,47.28822831266899,26.41758720381047,521.2970675082202,0
14.793023463868078,6.9434345302914116,5.755004792356994,467.75038405207556,2202.386759173421,650.7557995250647,48.22633738009343,55.198293482794796,26.18425430230676,574.380717587073,0
16.11116417730025,6.874927647514875,5.378847017342845,390.4377629179162,2220.581636304099,676.4514616118204,49.06590825972781,53.771189675284305,22.959342264711864,537.9153227805093,0
